PrandtlRib23 airfoil
1.000000000 0.004773526
0.960910000 0.007600732
0.948330000 0.008618976
0.935710000 0.009762673
0.923070000 0.011011136
0.897780000 0.013639804
0.885150000 0.015002419
0.847280000 0.019375764
0.822060000 0.022329675
0.809440000 0.023800733
0.796830000 0.025257969
0.784220000 0.026703302
0.771600000 0.028138456
0.733740000 0.032373012
0.721120000 0.033758525
0.695870000 0.036491284
0.683250000 0.037836120
0.670630000 0.039166866
0.658010000 0.040482059
0.620170000 0.044301507
0.607560000 0.045526594
0.594950000 0.046729704
0.569750000 0.049049893
0.557150000 0.050160239
0.544550000 0.051239058
0.506780000 0.054219794
0.494200000 0.055120625
0.481620000 0.055975237
0.469040000 0.056774086
0.431320000 0.058834776
0.406200000 0.059923439
0.381080000 0.060742659
0.368530000 0.061043593
0.355990000 0.061272047
0.343460000 0.061443217
0.330930000 0.061551591
0.293420000 0.061331058
0.268480000 0.060778942
0.256040000 0.060364402
0.243620000 0.059864087
0.231220000 0.059260295
0.218850000 0.058565829
0.206520000 0.057758678
0.157620000 0.053329821
0.145540000 0.051875003
0.133550000 0.050274067
0.121660000 0.048491644
0.098250000 0.044365792
0.075560000 0.039355047
0.064600000 0.036482100
0.034520000 0.026217750
0.026190000 0.022557494
0.019250000 0.018958989
0.013840000 0.015530538
0.006810000 0.009939421
0.004600000 0.007795380
0.001740000 0.004453559
0.000280000 0.001464887
0.000020000 0.000298895
0.000000000 0.000000000
0.000020000 -0.000309653
0.000280000 -0.001622146
0.001740000 -0.004891574
0.004600000 -0.008017253
0.006810000 -0.009832013
0.013840000 -0.014185690
0.019250000 -0.016811880
0.026190000 -0.019667114
0.034520000 -0.022536154
0.064600000 -0.029729958
0.075560000 -0.031643781
0.098250000 -0.034770267
0.121660000 -0.037138059
0.133550000 -0.038087123
0.145540000 -0.038897972
0.157620000 -0.039585349
0.206520000 -0.041269796
0.218850000 -0.041469669
0.231220000 -0.041595296
0.243620000 -0.041659176
0.256040000 -0.041657561
0.268480000 -0.041596516
0.293420000 -0.041313817
0.330930000 -0.040554967
0.343460000 -0.040220316
0.355990000 -0.039855839
0.368530000 -0.039452992
0.381080000 -0.039018221
0.406200000 -0.038056588
0.431320000 -0.036985660
0.469040000 -0.035206105
0.481620000 -0.034567295
0.494200000 -0.033907462
0.506780000 -0.033227957
0.544550000 -0.031091532
0.557150000 -0.030346853
0.569750000 -0.029589935
0.594950000 -0.028039147
0.607560000 -0.027245514
0.620170000 -0.026447047
0.658010000 -0.023988521
0.670630000 -0.023151814
0.683250000 -0.022311503
0.695870000 -0.021467324
0.721120000 -0.019766825
0.733740000 -0.018910766
0.771600000 -0.016322980
0.784220000 -0.015453388
0.796830000 -0.014579391
0.809440000 -0.013705071
0.822060000 -0.012825599
0.847280000 -0.010902424
0.885150000 -0.007734598
0.897780000 -0.006627559
0.923070000 -0.004247751
0.935710000 -0.002984433
0.948330000 -0.001710205
0.960910000 -0.000443316
1.000000000 0.004773526
