PrandtlRib27 airfoil
1.000000000 0.002736763
0.960910000 0.005940366
0.948330000 0.007009488
0.935710000 0.008151337
0.923070000 0.009350568
0.897780000 0.011814902
0.885150000 0.013071210
0.847280000 0.016962882
0.822060000 0.019559838
0.809440000 0.020845366
0.796830000 0.022118985
0.784220000 0.023381651
0.771600000 0.024634228
0.733740000 0.028326506
0.721120000 0.029534263
0.695870000 0.031915642
0.683250000 0.033088060
0.670630000 0.034248433
0.658010000 0.035396030
0.620170000 0.038725754
0.607560000 0.039793297
0.594950000 0.040844852
0.569750000 0.042874946
0.557150000 0.043850120
0.544550000 0.044799529
0.506780000 0.047444897
0.494200000 0.048255312
0.481620000 0.049027619
0.469040000 0.049757043
0.431320000 0.051682388
0.406200000 0.052741720
0.381080000 0.053591329
0.368530000 0.053931797
0.355990000 0.054216023
0.343460000 0.054446608
0.330930000 0.054625796
0.293420000 0.054735529
0.268480000 0.054469471
0.256040000 0.054217201
0.243620000 0.053887043
0.231220000 0.053465147
0.218850000 0.052962914
0.206520000 0.052359339
0.157620000 0.048834910
0.145540000 0.047627502
0.133550000 0.046282034
0.121660000 0.044760822
0.098250000 0.041187896
0.075560000 0.036752524
0.064600000 0.034171050
0.034520000 0.024843875
0.026190000 0.021428747
0.019250000 0.018069495
0.013840000 0.014915269
0.006810000 0.009749711
0.004600000 0.007712690
0.001740000 0.004401780
0.000280000 0.001537443
0.000020000 0.000339448
0.000000000 0.000000000
0.000020000 -0.000344826
0.000280000 -0.001616073
0.001740000 -0.004620787
0.004600000 -0.007823626
0.006810000 -0.009696006
0.013840000 -0.014242845
0.019250000 -0.016995940
0.026190000 -0.019983557
0.034520000 -0.023003077
0.064600000 -0.030794979
0.075560000 -0.032896890
0.098250000 -0.036390134
0.121660000 -0.039084030
0.133550000 -0.040188561
0.145540000 -0.041138986
0.157620000 -0.041962674
0.206520000 -0.044114898
0.218850000 -0.044414834
0.231220000 -0.044632648
0.243620000 -0.044784588
0.256040000 -0.044863781
0.268480000 -0.044878258
0.293420000 -0.044726908
0.330930000 -0.044127484
0.343460000 -0.043835158
0.355990000 -0.043507919
0.368530000 -0.043136496
0.381080000 -0.042729111
0.406200000 -0.041808294
0.431320000 -0.040757830
0.469040000 -0.038973053
0.481620000 -0.038323648
0.494200000 -0.037648731
0.506780000 -0.036948979
0.544550000 -0.034725766
0.557150000 -0.033943426
0.569750000 -0.033144968
0.594950000 -0.031499574
0.607560000 -0.030652757
0.620170000 -0.029798524
0.658010000 -0.027149260
0.670630000 -0.026240907
0.683250000 -0.025325752
0.695870000 -0.024403662
0.721120000 -0.022538413
0.733740000 -0.021595383
0.771600000 -0.018726490
0.784220000 -0.017756694
0.796830000 -0.016779695
0.809440000 -0.015797536
0.822060000 -0.014807800
0.847280000 -0.012726212
0.885150000 -0.009437299
0.897780000 -0.008308779
0.923070000 -0.005968875
0.935710000 -0.004762217
0.948330000 -0.003555103
0.960910000 -0.002361658
1.000000000 0.002736763
