PrandtlRib20 airfoil
1.000000000 0.006301098
0.960910000 0.008846006
0.948330000 0.009826092
0.935710000 0.010971176
0.923070000 0.012256562
0.897780000 0.015008480
0.885150000 0.016450827
0.847280000 0.021185425
0.822060000 0.024407054
0.809440000 0.026017258
0.796830000 0.027612208
0.784220000 0.029194540
0.771600000 0.030766627
0.733740000 0.035407892
0.721120000 0.036926722
0.695870000 0.039923015
0.683250000 0.041397166
0.670630000 0.042855691
0.658010000 0.044296581
0.620170000 0.048483322
0.607560000 0.049826566
0.594950000 0.051143343
0.569750000 0.053681103
0.557150000 0.054892829
0.544550000 0.056068705
0.506780000 0.059300966
0.494200000 0.060269609
0.481620000 0.061185951
0.469040000 0.062036868
0.431320000 0.064199067
0.406200000 0.065309729
0.381080000 0.066106156
0.368530000 0.066377441
0.355990000 0.066564064
0.343460000 0.066690673
0.330930000 0.066745938
0.293420000 0.066277705
0.268480000 0.065511045
0.256040000 0.064974802
0.243620000 0.064346869
0.231220000 0.063606655
0.218850000 0.062768015
0.206520000 0.061808182
0.157620000 0.056701003
0.145540000 0.055060630
0.133550000 0.053268093
0.121660000 0.051289761
0.098250000 0.046749214
0.075560000 0.041306940
0.064600000 0.038215387
0.034520000 0.027248156
0.026190000 0.023404055
0.019250000 0.019626110
0.013840000 0.015991990
0.006810000 0.010081704
0.004600000 0.007857398
0.001740000 0.004492394
0.000280000 0.001410469
0.000020000 0.000268481
0.000000000 0.000000000
0.000020000 -0.000283273
0.000280000 -0.001626701
0.001740000 -0.005094664
0.004600000 -0.008162472
0.006810000 -0.009934018
0.013840000 -0.014142823
0.019250000 -0.016673836
0.026190000 -0.019429782
0.034520000 -0.022185962
0.064600000 -0.028931192
0.075560000 -0.030703948
0.098250000 -0.033555368
0.121660000 -0.035678581
0.133550000 -0.036511044
0.145540000 -0.037217211
0.157620000 -0.037802355
0.206520000 -0.039135969
0.218850000 -0.039260794
0.231220000 -0.039317282
0.243620000 -0.039315117
0.256040000 -0.039252896
0.268480000 -0.039135209
0.293420000 -0.038753998
0.330930000 -0.037875580
0.343460000 -0.037509184
0.355990000 -0.037116779
0.368530000 -0.036690364
0.381080000 -0.036235054
0.406200000 -0.035242809
0.431320000 -0.034156532
0.469040000 -0.032380895
0.481620000 -0.031750031
0.494200000 -0.031101510
0.506780000 -0.030437191
0.544550000 -0.028365857
0.557150000 -0.027649423
0.569750000 -0.026923661
0.594950000 -0.025443828
0.607560000 -0.024690082
0.620170000 -0.023933440
0.658010000 -0.021617966
0.670630000 -0.020834994
0.683250000 -0.020050817
0.695870000 -0.019265071
0.721120000 -0.017688135
0.733740000 -0.016897304
0.771600000 -0.014520347
0.784220000 -0.013725909
0.796830000 -0.012929163
0.809440000 -0.012135723
0.822060000 -0.011338949
0.847280000 -0.009534583
0.885150000 -0.006457572
0.897780000 -0.005366643
0.923070000 -0.002956908
0.935710000 -0.001651096
0.948330000 -0.000326533
0.960910000 0.000995441
1.000000000 0.006301098
