PrandtlRib9 airfoil
1.000000000 0.011902195
0.960910000 0.013412012
0.948330000 0.014252184
0.935710000 0.015402351
0.923070000 0.016823125
0.897780000 0.020026961
0.885150000 0.021761653
0.847280000 0.027820850
0.822060000 0.032024108
0.809440000 0.034144516
0.796830000 0.036244416
0.784220000 0.038329079
0.771600000 0.040403253
0.733740000 0.046535784
0.721120000 0.048543445
0.695870000 0.052506031
0.683250000 0.054454331
0.670630000 0.056381382
0.658010000 0.058283163
0.620170000 0.063816645
0.607560000 0.065593133
0.594950000 0.067326686
0.569750000 0.070662206
0.557150000 0.072245658
0.544550000 0.073777409
0.506780000 0.077931933
0.494200000 0.079149219
0.481620000 0.080291903
0.469040000 0.081333736
0.431320000 0.083868134
0.406200000 0.085059458
0.381080000 0.085772311
0.368530000 0.085934882
0.355990000 0.085968129
0.343460000 0.085931346
0.330930000 0.085791876
0.293420000 0.084415409
0.268480000 0.082862091
0.256040000 0.081879605
0.243620000 0.080783739
0.231220000 0.079543311
0.218850000 0.078176030
0.206520000 0.076656364
0.157620000 0.069062007
0.145540000 0.066741259
0.133550000 0.064246186
0.121660000 0.061549522
0.098250000 0.055488428
0.075560000 0.048463880
0.064600000 0.044570775
0.034520000 0.031026311
0.026190000 0.026508110
0.019250000 0.022072221
0.013840000 0.017683979
0.006810000 0.010603408
0.004600000 0.008084796
0.001740000 0.004634788
0.000280000 0.001210939
0.000020000 0.000156963
0.000000000 0.000000000
0.000020000 -0.000186546
0.000280000 -0.001643403
0.001740000 -0.005839327
0.004600000 -0.008694945
0.006810000 -0.010308036
0.013840000 -0.013985647
0.019250000 -0.016167671
0.026190000 -0.018559563
0.034520000 -0.020901924
0.064600000 -0.026002383
0.075560000 -0.027257897
0.098250000 -0.029100735
0.121660000 -0.030327163
0.133550000 -0.030732087
0.145540000 -0.031054422
0.157620000 -0.031264709
0.206520000 -0.031311938
0.218850000 -0.031161589
0.231220000 -0.030964565
0.243620000 -0.030720234
0.256040000 -0.030435793
0.268480000 -0.030110419
0.293420000 -0.029367996
0.330930000 -0.028051160
0.343460000 -0.027568369
0.355990000 -0.027073557
0.368530000 -0.026560728
0.381080000 -0.026030109
0.406200000 -0.024925618
0.431320000 -0.023783064
0.469040000 -0.022021789
0.481620000 -0.021420062
0.494200000 -0.020813019
0.506780000 -0.020204382
0.544550000 -0.018371713
0.557150000 -0.017758846
0.569750000 -0.017147321
0.594950000 -0.015927655
0.607560000 -0.015320164
0.620170000 -0.014716881
0.658010000 -0.012925933
0.670630000 -0.012339987
0.683250000 -0.011761634
0.695870000 -0.011190141
0.721120000 -0.010066270
0.733740000 -0.009514607
0.771600000 -0.007910695
0.784220000 -0.007391818
0.796830000 -0.006878325
0.809440000 -0.006381445
0.822060000 -0.005887898
0.847280000 -0.004519165
0.885150000 -0.001775145
0.897780000 -0.000743287
0.923070000 0.001776185
0.935710000 0.003237808
0.948330000 0.004746935
0.960910000 0.006270881
1.000000000 0.011902195
