PrandtlRib19 airfoil
1.000000000 0.006810288
0.960910000 0.009261098
0.948330000 0.010228464
0.935710000 0.011374010
0.923070000 0.012671704
0.897780000 0.015464706
0.885150000 0.016933629
0.847280000 0.021788645
0.822060000 0.025099513
0.809440000 0.026756099
0.796830000 0.028396954
0.784220000 0.030024952
0.771600000 0.031642684
0.733740000 0.036419519
0.721120000 0.037982788
0.695870000 0.041066926
0.683250000 0.042584181
0.670630000 0.044085299
0.658010000 0.045568089
0.620170000 0.049877261
0.607560000 0.051259891
0.594950000 0.052614556
0.569750000 0.055224839
0.557150000 0.056470359
0.544550000 0.057678587
0.506780000 0.060994690
0.494200000 0.061985937
0.481620000 0.062922856
0.469040000 0.063791129
0.431320000 0.065987164
0.406200000 0.067105159
0.381080000 0.067893988
0.368530000 0.068155390
0.355990000 0.068328070
0.343460000 0.068439825
0.330930000 0.068477387
0.293420000 0.067926587
0.268480000 0.067088413
0.256040000 0.066511603
0.243620000 0.065841130
0.231220000 0.065055442
0.218850000 0.064168743
0.206520000 0.063158016
0.157620000 0.057824731
0.145540000 0.056122505
0.133550000 0.054266101
0.121660000 0.052222466
0.098250000 0.047543688
0.075560000 0.041957571
0.064600000 0.038793150
0.034520000 0.027591624
0.026190000 0.023686242
0.019250000 0.019848484
0.013840000 0.016145807
0.006810000 0.010129132
0.004600000 0.007878070
0.001740000 0.004505339
0.000280000 0.001392330
0.000020000 0.000258343
0.000000000 0.000000000
0.000020000 -0.000274479
0.000280000 -0.001628220
0.001740000 -0.005162360
0.004600000 -0.008210879
0.006810000 -0.009968019
0.013840000 -0.014128535
0.019250000 -0.016627821
0.026190000 -0.019350671
0.034520000 -0.022069231
0.064600000 -0.028664936
0.075560000 -0.030390671
0.098250000 -0.033150401
0.121660000 -0.035192089
0.133550000 -0.035985684
0.145540000 -0.036656958
0.157620000 -0.037208023
0.206520000 -0.038424693
0.218850000 -0.038524503
0.231220000 -0.038557944
0.243620000 -0.038533764
0.256040000 -0.038451342
0.268480000 -0.038314774
0.293420000 -0.037900725
0.330930000 -0.036982451
0.343460000 -0.036605474
0.355990000 -0.036203758
0.368530000 -0.035769488
0.381080000 -0.035307332
0.406200000 -0.034304882
0.431320000 -0.033213489
0.469040000 -0.031439158
0.481620000 -0.030810943
0.494200000 -0.030166192
0.506780000 -0.029506936
0.544550000 -0.027457298
0.557150000 -0.026750279
0.569750000 -0.026034903
0.594950000 -0.024578721
0.607560000 -0.023838271
0.620170000 -0.023095571
0.658010000 -0.020827781
0.670630000 -0.020062720
0.683250000 -0.019297255
0.695870000 -0.018530986
0.721120000 -0.016995238
0.733740000 -0.016226149
0.771600000 -0.013919470
0.784220000 -0.013150082
0.796830000 -0.012379086
0.809440000 -0.011612607
0.822060000 -0.010843399
0.847280000 -0.009078636
0.885150000 -0.006031897
0.897780000 -0.004946338
0.923070000 -0.002526626
0.935710000 -0.001206650
0.948330000 0.000134692
0.960910000 0.001475026
1.000000000 0.006810288
