PrandtlRib16 airfoil
1.000000000 0.008337860
0.960910000 0.010506372
0.948330000 0.011435580
0.935710000 0.012582512
0.923070000 0.013917131
0.897780000 0.016833382
0.885150000 0.018382036
0.847280000 0.023598307
0.822060000 0.027176892
0.809440000 0.028972624
0.796830000 0.030751192
0.784220000 0.032516190
0.771600000 0.034270854
0.733740000 0.039454398
0.721120000 0.041150985
0.695870000 0.044498657
0.683250000 0.046145226
0.670630000 0.047774124
0.658010000 0.049382611
0.620170000 0.054059076
0.607560000 0.055559863
0.594950000 0.057028195
0.569750000 0.059856049
0.557150000 0.061202949
0.544550000 0.062508234
0.506780000 0.066075863
0.494200000 0.067134922
0.481620000 0.068133570
0.469040000 0.069053911
0.431320000 0.071351455
0.406200000 0.072491449
0.381080000 0.073257485
0.368530000 0.073489237
0.355990000 0.073620088
0.343460000 0.073687281
0.330930000 0.073671733
0.293420000 0.072873234
0.268480000 0.071820516
0.256040000 0.071122003
0.243620000 0.070323913
0.231220000 0.069401803
0.218850000 0.068370929
0.206520000 0.067207521
0.157620000 0.061195914
0.145540000 0.059308131
0.133550000 0.057260127
0.121660000 0.055020583
0.098250000 0.049927110
0.075560000 0.043909464
0.064600000 0.040526437
0.034520000 0.028622030
0.026190000 0.024532802
0.019250000 0.020515605
0.013840000 0.016607259
0.006810000 0.010271414
0.004600000 0.007940088
0.001740000 0.004544173
0.000280000 0.001337913
0.000020000 0.000227929
0.000000000 0.000000000
0.000020000 -0.000248099
0.000280000 -0.001632775
0.001740000 -0.005365450
0.004600000 -0.008356099
0.006810000 -0.010070024
0.013840000 -0.014085668
0.019250000 -0.016489776
0.026190000 -0.019113339
0.034520000 -0.021719039
0.064600000 -0.027866171
0.075560000 -0.029450839
0.098250000 -0.031935501
0.121660000 -0.033732611
0.133550000 -0.034409605
0.145540000 -0.034976197
0.157620000 -0.035425029
0.206520000 -0.036290867
0.218850000 -0.036315629
0.231220000 -0.036279930
0.243620000 -0.036189705
0.256040000 -0.036046677
0.268480000 -0.035853467
0.293420000 -0.035340906
0.330930000 -0.034303063
0.343460000 -0.033894342
0.355990000 -0.033464698
0.368530000 -0.033006860
0.381080000 -0.032524165
0.406200000 -0.031491103
0.431320000 -0.030384362
0.469040000 -0.028613947
0.481620000 -0.027993679
0.494200000 -0.027360240
0.506780000 -0.026716170
0.544550000 -0.024731623
0.557150000 -0.024052849
0.569750000 -0.023368628
0.594950000 -0.021983401
0.607560000 -0.021282839
0.620170000 -0.020581964
0.658010000 -0.018457227
0.670630000 -0.017745900
0.683250000 -0.017036569
0.695870000 -0.016328733
0.721120000 -0.014916548
0.733740000 -0.014212687
0.771600000 -0.012116837
0.784220000 -0.011422603
0.796830000 -0.010728858
0.809440000 -0.010043258
0.822060000 -0.009356749
0.847280000 -0.007710794
0.885150000 -0.004754872
0.897780000 -0.003685423
0.923070000 -0.001235783
0.935710000 0.000126687
0.948330000 0.001518365
0.960910000 0.002913783
1.000000000 0.008337860
